# KrakenUniq v0.5.7 DATE:2019-04-01T03:56:07Z DB:/home/sam/Programs/krakenuniq/all_together/ DB_SIZE:29846651932 WD:/home/sam/Data/RawFastq
# CL:perl /home/sam/miniconda3/envs/krakenuniq/bin/krakenuniq --db /home/sam/Programs/krakenuniq/all_together/ --threads 8 --report-file HHV6A/MSBB_RNA/hB_RNA_10232.accepted_hits.sort.coord.combined.tsv HHV6A/MSBB_RNA/hB_RNA_10232.accepted_hits.sort.coord.combined.fastp.1.fastq

%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
2.536	126501	126501	33379945	1.44	NA	0	no rank	unclassified
97.46	4862394	54812	149155593	1.96	0.03131	1	no rank	root
95.85	4781975	0	149127548	1.93	0.03275	131567	no rank	  cellular organisms
95.85	4781975	0	149127548	1.93	0.03275	2759	superkingdom	    Eukaryota
95.85	4781975	0	149127548	1.93	0.03275	33154	no rank	      Opisthokonta
95.85	4781975	0	149127548	1.93	0.03275	33208	kingdom	        Metazoa
95.85	4781975	0	149127548	1.93	0.03275	6072	no rank	          Eumetazoa
95.85	4781975	0	149127548	1.93	0.03275	33213	no rank	            Bilateria
95.85	4781975	0	149127548	1.93	0.03275	33511	no rank	              Deuterostomia
95.85	4781975	0	149127548	1.93	0.03275	7711	phylum	                Chordata
95.85	4781975	0	149127548	1.93	0.03275	89593	subphylum	                  Craniata
95.85	4781975	0	149127548	1.93	0.03275	7742	no rank	                    Vertebrata
95.85	4781975	0	149127548	1.93	0.03275	7776	no rank	                      Gnathostomata
95.85	4781975	0	149127548	1.93	0.03275	117570	no rank	                        Teleostomi
95.85	4781975	0	149127548	1.93	0.03275	117571	no rank	                          Euteleostomi
95.85	4781975	0	149127548	1.93	0.03275	8287	superclass	                            Sarcopterygii
95.85	4781975	0	149127548	1.93	0.03275	1338369	no rank	                              Dipnotetrapodomorpha
95.85	4781975	0	149127548	1.93	0.03275	32523	no rank	                                Tetrapoda
