# KrakenUniq v0.5.7 DATE:2019-04-03T01:30:55Z DB:/home/sam/Programs/krakenuniq/all_together/ DB_SIZE:29846651932 WD:/home/sam/Data/Sim
# CL:perl /home/sam/miniconda3/envs/krakenuniq/bin/krakenuniq --db /home/sam/Programs/krakenuniq/all_together/ --threads 8 --report-file MSBB_DNA.6.tsv --paired MSBB_DNA.6.fastp.1.fastq MSBB_DNA.6.fastp.2.fastq

%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
0.0919	46088	46088	448587935	2.26	NA	0	no rank	unclassified
99.91	50106338	14249	111630364	76.3	0.02343	1	no rank	root
99.87	50086251	0	111496975	76.2	0.02449	131567	no rank	  cellular organisms
99.87	50086251	0	111496975	76.2	0.02449	2759	superkingdom	    Eukaryota
99.87	50086251	0	111496975	76.2	0.02449	33154	no rank	      Opisthokonta
99.87	50086251	0	111496975	76.2	0.02449	33208	kingdom	        Metazoa
99.87	50086251	0	111496975	76.2	0.02449	6072	no rank	          Eumetazoa
99.87	50086251	0	111496975	76.2	0.02449	33213	no rank	            Bilateria
99.87	50086251	0	111496975	76.2	0.02449	33511	no rank	              Deuterostomia
99.87	50086251	0	111496975	76.2	0.02449	7711	phylum	                Chordata
99.87	50086251	0	111496975	76.2	0.02449	89593	subphylum	                  Craniata
99.87	50086251	0	111496975	76.2	0.02449	7742	no rank	                    Vertebrata
99.87	50086251	0	111496975	76.2	0.02449	7776	no rank	                      Gnathostomata
99.87	50086251	0	111496975	76.2	0.02449	117570	no rank	                        Teleostomi
99.87	50086251	0	111496975	76.2	0.02449	117571	no rank	                          Euteleostomi
99.87	50086251	0	111496975	76.2	0.02449	8287	superclass	                            Sarcopterygii
99.87	50086251	0	111496975	76.2	0.02449	1338369	no rank	                              Dipnotetrapodomorpha
99.87	50086251	0	111496975	76.2	0.02449	32523	no rank	                                Tetrapoda
99.87	50086251	0	111496975	76.2	0.02449	32524	no rank	                                  Amniota
99.87	50086251	0	111496975	76.2	0.02449	40674	class	                                    Mammalia
99.87	50086251	0	111496975	76.2	0.02449	32525	no rank	                                      Theria
99.87	50086251	0	111496975	76.2	0.02449	9347	no rank	                                        Eutheria
99.87	50086251	0	111496975	76.2	0.02449	1437010	no rank	                                          Boreoeutheria
99.87	50086251	0	111496975	76.2	0.02449	314146	superorder	                                            Euarchontoglires
99.87	50086251	0	111496975	76.2	0.02449	9443	order	                                              Primates
99.87	50086251	0	111496975	76.2	0.02449	376913	suborder	                                                Haplorrhini
99.87	50086251	0	111496975	76.2	0.02449	314293	infraorder	                                                  Simiiformes
99.87	50086251	0	111496975	76.2	0.02449	9526	parvorder	                                                    Catarrhini
99.87	50086251	0	111496975	76.2	0.02449	314295	superfamily	                                                      Hominoidea
99.87	50086251	0	111496975	76.2	0.02449	9604	family	                                                        Hominidae
99.87	50086251	0	111496975	76.2	0.02449	207598	subfamily	                                                          Homininae
99.87	50086251	0	111496975	76.2	0.02449	9605	genus	                                                            Homo
99.87	50086251	0	111496975	76.2	0.02449	9606	species	                                                              Homo sapiens
99.87	50086251	50086251	111496975	76.2	0.02449	1000029966	assembly	                                                                GCF_000001405.38 Homo sapiens
0.01164	5838	0	7089	269	0.002407	28384	no rank	  other sequences
0.01164	5838	0	7089	269	0.002407	81077	no rank	    artificial sequences
0.01164	5838	2048	7089	269	0.002407	32630	species	      synthetic construct
0.007284	3653	864	2903	223	0.001364	1000000001	assembly	        EmVec
0.002068	1037	1037	390	106	0.4402	1000002965	sequence	          JN160804 Cloning vector pRS316-1B9, complete sequence.
0.0004147	208	208	86	70.8	0.08374	1000000816	sequence	          KX783040 Cloning vector GAPTrapT2AIresMuro, complete sequence.
0.0003928	197	197	112	772	0.01184	1000002113	sequence	          JN715851 Cloning vector p5E-smyhc1, complete sequence.
0.0003111	156	156	93	66.3	0.3859	1000002559	sequence	          AB570081 Cloning vector pInSRT-GFPV1 DNA, complete sequence.
0.0003071	154	154	68	67.6	0.1232	1000003795	sequence	          KT923469 Cloning vector pTT-PB-hTERT-puro, complete sequence.
0.0003031	152	152	90	131	0.596	1000004148	sequence	          KU963526 Cloning vector pUAS-attB-IVS8/9 Htt-exon1-Q97-EGFP, complete sequence.
0.0002911	146	146	135	53.9	0.2784	1000000154	sequence	          FM209526 Cloning vector pr8a
0.0001994	100	100	52	644	0.2476	1000001485	sequence	          KT831770 Cloning vector pSplPIGver2, complete sequence.
0.0001994	100	100	50	60.6	0.08183	1000001576	sequence	          AF102576 Cloning vector pSOS, complete sequence.
0.0001715	86	86	51	1.25e+03	0.009325	1000002046	sequence	          JX261972 Cloning vector p5E-twhh, complete sequence.
0.0001535	77	77	44	382	0.003521	1000003211	sequence	          KM384022 BAC cloning vector GPN13BACdenovo_preserved(MM), complete sequence.
0.0001117	56	56	32	1.15e+03	0.004462	1000003035	sequence	          JQ682640 Cloning vector p-4725sox10.cre, complete sequence.
0.0001117	56	56	94	67.1	0.3275	1000000453	sequence	          AF063582 Cloning vector pMUTcJUN, complete sequence.
0.0001017	51	51	4	416	0.002219	1000004090	sequence	          U53602 receptor (GFP-GR) chimeric protein mRNA, complete cds.
9.97e-05	50	50	32	47.1	0.2712	1000002612	sequence	          AB007632 Unidentified cloning vector pSSD3, complete sequence.
6.779e-05	34	34	8	1.96e+03	0.1	1000004065	sequence	          AJ438988 Cloning vector pCG40 synthetic construct poly(CA) poly(TG)
4.985e-05	25	25	5	526	0.02646	1000003056	sequence	          EF394360 Retroviral cloning vector LB-G, complete sequence.
4.187e-05	21	21	6	37.8	0.008197	1000003280	sequence	          EF203084 Cloning vector pAAV-EF1alpha-hFAH.AOS2, complete sequence.
3.788e-05	19	19	7	113	0.09091	1000004059	sequence	          KM229389 Cloning vector pET-T7p(-14G)-SpacerA-GFP-LVA, complete sequence.
3.589e-05	18	18	5	500	0.04098	1000001407	sequence	          AJ571721 Cloning vector pBSL2A3 polylinker region
3.39e-05	17	17	6	1.82e+03	0.001455	1000004177	sequence	          KU189142 sequence.
2.193e-05	11	11	40	53.6	0.06557	1000001174	sequence	          AY438650 Cloning vector pMACSiBac, complete sequence.
1.595e-05	8	8	36	121	0.01836	1000003050	sequence	          KU998258 Cloning vector p-REX2mDHFR-int, complete sequence.
1.396e-05	7	7	2	106	0.001795	1000001783	sequence	          JN715852 Cloning vector p5E-fMylz2, complete sequence.
3.988e-06	2	2	7	100	0.003157	1000003061	sequence	          KC845567 Cloning vector nanos-Cre vetor, complete sequence.
1.994e-06	1	1	35	7.83	0.03933	1000000454	sequence	          AF090455 Cloning vector pKOHPRT complete sequence.
0.0002732	137	0	244	75.8	0.001176	1000004191	assembly	        UniVec
0.0002732	137	137	191	74	0.5026	1000009529	sequence	          gnl|uv|KF853602.1:1019-2932 NRF2 CMV-Neo Vector pNLF1
